存货编码,一级类别,二级类别,存货名称,英文名,规格型号,存货代码,存货大类编码,存货大类名称,主计量单位名称,默认仓库名称
1221430,零配件,,十字槽盘头螺钉,"Screw,RHM,M4X25,SST",M4×30 GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,
1221508,零配件,,十字槽盘头螺钉,,M5×8(GB/T818-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221510,零配件,,十字槽盘头螺钉,"Screw,Ph, M5 X 10",M5×10(GB/T818-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221512,零配件,,十字槽盘头螺钉,"Screw, Pan Head, M5x12",M5×12  GB/T818-2000  304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221514,零配件,,十字槽盘头螺钉,SCREW M5X14,M5×14（GB/T818-2000）304不锈钢附图,,MC12,普通螺钉类,个,原材料仓
1221515,零配件,,十字槽盘头螺钉,PH SCREW  M5×15,M5×15  (GB/T818-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221516,零配件,,十字槽小盘头螺钉,SCREW M5X16,M5×16(GB/T823-1988) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221518,零配件,,特大平垫圈,"Washer,Plain,?5X?18X2",φ5.3×φ18×2(GB/T97.1-2002)304不锈钢,,MC14,垫圈和挡圈类,个,
1221520,零配件,,十字槽盘头螺钉,SCREW M5X20,M5×20（GB/T818-2000）304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221525,零配件,,十字槽小盘头螺钉,SCREW M5×25,M5×25(GB/T823-1988) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221530,零配件,,十字槽盘头螺钉(水泵固定螺钉),"Screw, Ph, M5 X30",M5×30(GB/T818-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221535,零配件,,十字槽盘头螺钉,"SCREW,M5 X 35,PH",M5×35(GB818-85)304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221540,零配件,,十字槽盘头螺钉,"Screw, Ph, M5 X40",M5×40(GB/T818-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221550,零配件,,十字槽盘头螺钉,"Screw,RHM,M5X50,SST",M5×50(螺纹长度25) GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221551,零配件,,十字槽盘头螺钉,,"3/16""-24×2"" 304不锈钢",,MC12,普通螺钉类,个,原材料仓
1221555,零配件,,十字槽盘头螺钉,"Screw,RHM,M5X55,SST",M5×55(螺纹长度25) GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221570,零配件,,十字槽盘头螺钉,PH SCREW M5×70,M5×70(螺纹长度30) GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221575,零配件,,十字槽盘头螺钉,SCREW M5×75,M5×75(螺纹长度30) GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221610,零配件,,十字槽盘头螺钉,,M6×10 GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221612,零配件,,十字槽盘头螺钉,,M6×12（GB/T818-2000）304不锈钢,,MC12,普通螺钉类,个,
1221614,零配件,,十字槽盘头螺钉,SCREW  M6x14  PH,M6×14（GB/T818-2000）304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221616,零配件,,十字槽盘头螺钉,"Screw, Ph, M6 X16",M6×16 GB/T818-2000 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221617,零配件,,十字槽盘头螺钉,"Screw, Ph, M6 X16",M6×16 GB/T818-2000 304不锈钢(带兰色耐落胶）,,MC12,普通螺钉类,个,原材料仓
1221620,零配件,,十字槽小盘头螺钉,SCREW M6X20,M6×20(GB/T823-1988) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1221635,零配件,,十字盘头螺钉,"SCREW, M6 × 35","M6X35 GB/T818-2000，MALISH编号：USS00179,固定G-400S卡扣用，备件",,MC12,普通螺钉类,个,原材料仓
1221640,零配件,,十字盘头螺钉,"SCREW, M6 × 40",M6X40 GB/T818-2000，MALISH编号USS00184，固定G-400S卡扣用，备件,,MC12,普通螺钉类,个,原材料仓
1221816,零配件,,十字槽盘头螺钉(长度允许15mm),,M8×16（GB/T818-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222305,零配件,,十字槽沉头螺钉,"Screw,FH,SST,M3X5",M3X5(GB/T819.1-2000 不锈钢),,MC12,普通螺钉类,个,原材料仓
1222315,零配件,,十字槽沉头螺钉,"Screw,FH,SST,M3X15",M3X15 GB/T819.1-2000 不锈钢,,MC12,普通螺钉类,个,原材料仓
1222406,零配件,,内三角沉头螺钉,,M4X6，绿标编号N125406,,MC12,普通螺钉类,个,
1222416,零配件,,十字槽沉头螺钉,SCREW  M4x16,不锈钢M4X16 GB/T819.1-2000,,MC12,普通螺钉类,个,原材料仓
1222508,零配件,,十字槽沉头螺钉,"SCREW, M5×8",不锈钢M5X8，GB/T819.1-2000,,MC12,普通螺钉类,个,
1222510,零配件,,十字槽沉头不锈钢螺钉（需打螺丝胶）,"Screw,Fh, M5 X10",M5×10（GB/T819.1-2000）304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222512,零配件,,十字槽沉头螺钉,"SCREW,M5 X 12",M5×12(GB/T819.1-2000)304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222515,零配件,,十字槽沉头螺钉,SCREW M5x15,M5×15(GB/T819.1-2000)304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222520,零配件,,十字槽沉头螺钉,SCREW M5X20,M5×20(GB/T819.1-2000)304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222522,零配件,,十字槽沉头螺钉(铝座螺钉),,10-32×22mm 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222525,零配件,,十字槽沉头螺钉(铝座螺钉),"SCREW - 10-32 x 3/4"" FHM, STN STL","10-32×1"" 304不锈钢",,MC12,普通螺钉类,个,原材料仓
1222616,零配件,,十字槽沉头螺钉,"SCREW,M6X16",M6×16(GB/T819.1-2000)  304不锈钢,,MC12,普通螺钉类,个,原材料仓
1222628,零配件,,十字沉头螺丝,Screw,"1/4-20×28mm,304不锈钢(附图纸)",GT13093,MC12,普通螺钉类,个,原材料仓
1222635,零配件,,十字槽沉头螺钉,"SCREW, M6X35",M6X35 GB/T819.1-2000，MALISH编号USS00207，固定洗地刷销钉，备件,,MC12,普通螺钉类,个,原材料仓
1222640,零配件,,十字槽沉头调高低螺钉,"SCREW - 1/4-20, FHM, STN STL","1/4-20×4"" 304不锈钢",,MC12,普通螺钉类,个,原材料仓
1222641,零配件,,十字沉头螺钉,SCREW M6 X 40,不锈钢，M6X40，GB/T819.1-2000,,MC12,普通螺钉类,个,原材料仓
1222690,零配件,,六角头螺栓,"Screw, RHM, M6X90, SST",M6×90，不锈钢，GB/T5782-2000,,MC10,六角头螺栓、螺柱类,个,
1222820,零配件,,十字槽沉头螺钉,"SCREW,M8X20",M8×20(GB/T819.1-2000) 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1223512,零配件,,十字槽盘头螺钉(耐落螺钉),,M5×12  GB/T818-2000  304不锈钢，耐落胶,,MC12,普通螺钉类,个,
1224304,零配件,,十字槽盘头螺钉（开关固定）,"SCREW, 6-32 x  3/8"" PHH PHM","6-32×3/8""(头形按GB/T818-2000)304不锈钢",,MC12,普通螺钉类,个,原材料仓
1224321,零配件,,十字盘头螺钉,Screw 6-32X20.5,"6-32*20.5mm,不锈钢304",GT13102,MC12,普通螺钉类,个,原材料仓
1224333,零配件,,十字盘头螺钉,Screw 6-32X33,"6-32*33mm,不锈钢304",GT13101,MC12,普通螺钉类,个,原材料仓
1224405,零配件,,十字槽盘头螺钉,"Screw 8-32X1/2""","8-32×1/2"" 304不锈钢",,MC12,普通螺钉类,个,原材料仓
1224409,零配件,,十字沉头螺钉(电容罩),"SCREW,M4X8",8-32UNCX10 304不锈钢,,MC12,普通螺钉类,个,原材料仓
1224410,零配件,,十字槽盘头螺钉,"SCREW - 8-32  x 1"" RHM, STN STL","8-32×1""(头大8.2) 304不锈钢",,MC12,普通螺钉类,个,原材料仓
1224505,零配件,,十字圆头螺钉,Screw 10-32×1/2″,10-32×1/2″不锈钢,RD20375,MC12,普通螺钉类,个,原材料仓
1224509,零配件,,十字槽盘头螺钉(刹紧手柄穿心螺钉）,"SCREW - 10-24x7/8"" RHM","10-24×7/8"" 304不锈钢",,MC12,普通螺钉类,个,原材料仓
1224532,零配件,,十字盘头螺丝,"Screw 10-32X1.25""","10-32*1.25″,不锈钢",RD20534,MC12,普通螺钉类,个,原材料仓
1224545,零配件,,十字盘头螺丝,Screw 10-32X1.75“,"10-32X1.75″,不锈钢",,MC12,普通螺钉类,个,原材料仓
1231310,零配件,,十字槽盘头螺钉,"PAN HEAD SCREW,M3×10,BRASS",M3×10 （GB/T818-2000），黄铜H59/H62,,MC12,普通螺钉类,个,
1231320,零配件,,十字槽盘头螺钉,"PAN HEAD SCREW,M3×20,BRASS",M3×20 （GB/T818-2000），黄铜H59/H62,,MC12,普通螺钉类,个,
1310016,零配件,,十字槽盘头平尾自攻丝螺钉,"Screw,Ph,ST2.9X16",ST2.9×16（GB/T845-1985）镀蓝锌,,MC13,自攻螺钉类,个,原材料仓
1311006,零配件,,十字槽盘头尖尾自攻螺钉,,ST3.0×6.0（GB/T845-1985），镀蓝锌,,MC13,自攻螺钉类,个,
1311009,零配件,,十字槽盘头平尾自攻丝螺钉,"Screw,Ph,ST2.9 X9.5",ST2.9×9.5(GB/T845-1985)  镀蓝锌,,MC13,自攻螺钉类,个,原材料仓
1311016,零配件,,工字槽盘头平尾自攻螺钉,"Screw,ST2.9X20",ST2.9×20 镀蓝锌 附图,,MC13,自攻螺钉类,个,原材料仓
1311216,零配件,,十字槽盘头平尾自攻丝螺钉,"Screw,Ph,ST4.2X16",ST4.2×16（GB/T 845-1985)平尾 镀蓝锌,,MC13,自攻螺钉类,个,原材料仓
1311219,零配件,,十字槽盘头平尾自攻螺钉,SELF-TAPPING SCREW ST4.2 X 19,ST4.2×19  GB/T845-1985  镀锌,,MC13,自攻螺钉类,个,原材料仓
1311316,零配件,,十字槽扁平头平尾自攻螺钉,"Screw, Ph,ST4.8 X 16","ST4.8×16 dk=φ10.5(+/-0.2),表面镀蓝锌",,MC13,自攻螺钉类,个,原材料仓
1311319,零配件,,十字槽盘头平尾自攻丝螺钉,Screw ST5X20,ST4.8×19(GB/T845-1985）镀镍,,MC13,自攻螺钉类,个,原材料仓
1311325,零配件,,十字槽盘头平尾自攻螺钉,"Screw, ST4.8 X 25",ST4.8X25（GB/T845-1985) 镀镍,,MC13,自攻螺钉类,个,原材料仓
1311340,零配件,,十字槽盘头平尾自攻丝螺钉,"Screw,Ph, ST4.8 X 38",ST4.8×38(GB/T845-1985）镀蓝锌,,MC13,自攻螺钉类,个,原材料仓
1311345,零配件,,十字槽盘头平尾自攻螺钉,"Screw, Ph,ST4.8 X 45",ST4.8X45（GB/T845-1985) 镀蓝锌,,MC13,自攻螺钉类,个,
1311413,零配件,,十字槽盘头平尾自攻丝螺钉,,ST4.0×13(GB/T845) 镀镍,,MC13,自攻螺钉类,个,原材料仓
1311416,零配件,,十字盘头割尾自攻丝,Screw ST4X16,ST4*16 镀镍附图,,MC13,自攻螺钉类,个,原材料仓
1311417,零配件,,十字盘头三角牙金属自攻螺丝,"Screw,ST4X14",ST4×14镀蓝锌，8.8级（GB/T6560-1986）,,MC13,自攻螺钉类,个,
1311438,零配件,,FA快牙木螺钉,,"8#×1-1/2""(4.5mm外径38mm长)，十字沉头，发黑加硬",,MC13,自攻螺钉类,个,
1311510,零配件,,十字盘头三角牙金属自攻螺丝,,ST5×10 镀蓝锌，8.8级,,MC13,自攻螺钉类,个,原材料仓
1311630,零配件,,木螺钉,,M6X30 GB/T102-1986,,MC13,自攻螺钉类,个,原材料仓
1312310,零配件,,十字槽沉头自攻螺钉(尖尾),,不锈钢，ST2.9×9.5，GB/T846,,MC13,自攻螺钉类,个,
1312525,零配件,,十字槽沉头平尾自攻螺钉,,ST6.3×25(GB/T846-1985) (镀镍加硬),,MC13,自攻螺钉类,个,原材料仓
1313325,零配件,,十字槽盘头平尾自攻丝螺钉,SELF-TAPPING SCREW ST4.8 X 25,ST4.8×25 GB/T845-1985  镀锌,,MC13,自攻螺钉类,个,原材料仓
1319505,零配件,,十字糟平尾自攻螺钉（铝座螺丝）,"SCREW, ST4.8x13",ST4.8×13（GB/T845-1985）镀锌,,MC13,自攻螺钉类,个,原材料仓
1321012,零配件,,十字槽盘头自攻螺钉,"Screw,ST2.9X12",ST2.9×12 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321110,零配件,,十字槽盘头自攻螺钉,"Screw,ST3.5X10",ST3.5×10 GB/T845-1985 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321125,零配件,,十字槽盘头自攻螺钉（平尾）,"Screw, Ph,ST3.5 X 25",ST3.5×25 GB/T845-1985 镀蓝锌,,MC13,自攻螺钉类,个,
1321210,零配件,,十字槽盘头尖尾大扁头自攻丝螺钉,"Screw, Ph, St4 X10","ST4.0×10（GB/T845-1985) dk=8.5-9mm,外经φ=3.9-4mm 304不锈钢",,MC13,自攻螺钉类,个,原材料仓
1321213,零配件,,十字槽盘头平尾自攻丝螺钉,Screw ST4×13,ST4.0×13（GB/T845-1985) 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321219,零配件,,十字盘头尖尾自攻螺钉,SELF-TAPPING SCREW ST4.2 X 20,不锈钢ST4.2X19 GB/T845-1985,,MC13,自攻螺钉类,个,原材料仓
1321220,零配件,,十字槽盘头平尾自攻丝螺钉,"Screw,Ph,ST4.2 X 19",ST4.2×19(GB/T845-1985)平尾 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321222,零配件,,十字槽半沉头平尾自攻丝螺钉,,ST4.2×22(GB/T847-1985)平尾 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321225,零配件,,十字槽盘头平尾自攻丝螺钉,"Screw,Ph,ST4.2 X 25",ST4.2×25(GB/T845-1985)平尾 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321240,零配件,,十字槽沉头尖尾自攻丝螺钉,"Screw,ST4.2X40, SST",ST4.2×40(GB/T846-1985)尖尾 304不锈钢,,MC13,自攻螺钉类,个,
1321306,零配件,,内梅花盘头螺钉,"Torx 4x025"" TF Screw",螺纹成型自攻螺钉，#4-20，长6.35mm，不锈钢,,MC13,自攻螺钉类,个,
1321310,零配件,,十字槽扁平头平尾自攻螺钉,"Screw, Ph, St5 X10",ST5×10 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321316,零配件,,十字槽扁平头平尾自攻螺钉,SELF-TAPPING SCREW ST4.8×16,"ST5×15 dk=φ10.5(+/-0.2),304不锈钢",,MC13,自攻螺钉类,个,原材料仓
1321319,零配件,,十字槽盘头平尾自攻螺钉,SELF-TAPPING SCREW ST4.8 X 19,ST4.8×19(GB/T845-1985）（304 不锈钢),,MC13,自攻螺钉类,个,原材料仓
1321325,零配件,,十字槽盘头尖尾自攻螺钉,"SELF-TAPPING SCREW, ST5 X 25","MALISH编号：USS00166,ST5X25（固定针座中心定位器用）",,MC13,自攻螺钉类,个,原材料仓
1321330,零配件,,十字盘头自攻丝,Screw ST5X30,ST5×30 304不锈钢(附图纸) 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1321413,零配件,,十字槽盘头尖尾自攻螺钉,"SCREW, SELF-TAPPING, ST4.8×13",ST4.8X13，不锈钢，GB/T845-1985,,MC13,自攻螺钉类,个,
1321515,零配件,,木螺钉,,GB/T950-1986 5X15(长度在13-15mm也可） 不锈钢 dk尺寸10mm左右,,MC13,自攻螺钉类,个,原材料仓
1323210,零配件,,十字槽自攻螺钉(割尾),"Screw,Ph,ST4.2X9.5",ST4.2×9.5(GB/T13806.2-1992) 304不锈钢,,MC13,自攻螺钉类,个,原材料仓
1411020,零配件,,平垫圈,PLAIN WASHER 10×20×2,φ10×φ20×2(GB/T 97.1-2002) 镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1411030,零配件,,加大平垫圈,,φ10×φ30×2.5(GB/T 97.1-2002) 镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1411309,零配件,,加大平垫圈,PLAIN WASHER 3×9×0.8,φ3×φ9×0.8(GB/T 96.1-2002) 镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1411409,零配件,,平垫圈,"Washer,Plain,?4X?9X0.8",φ4×φ9×0.8(GB/T 97.1-2002) 镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1411413,零配件,,平垫圈,"WASHER, PLAIN ?4x?12.5x1.5",φ4×φ12.5×1.5镀蓝锌,,MC14,垫圈和挡圈类,个,原材料仓
1411510,零配件,,平垫圈,,M5X10X1.0镀锌，绿标编号N141510,,MC14,垫圈和挡圈类,个,
1411612,零配件,,平垫圈,PLAIN WASHER 6×12×1.6 SS,φ6×12×1.6  GB/T97.1-2002  镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1411816,零配件,,平垫圈,"Washer,Plain,?8X?16X1.6",φ8×φ16×1.6(GB/T 97.1-2002) 镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1411824,零配件,,加大平垫圈,PLAIN WASHER 8×24×2,φ8×φ24×2(GB/T 97.1-2002) 镀锌,,MC14,垫圈和挡圈类,个,原材料仓
1412309,零配件,,平垫圈,"Washer,Plain,?3.4X?9X0.8",φ3.4×φ8×0.8(GB/T95-2002）镀蓝锌,,MC14,垫圈和挡圈类,个,原材料仓
1420006,零配件,,锥形锯齿锁紧垫圈,,φ5(GB/T956.2-2000)不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421020,零配件,,平垫圈,WASHER  PLAIN ?10.5X?20X2,φ10.3×φ20×2 (GB/T97.1-2002)304,,MC14,垫圈和挡圈类,个,原材料仓
1421023,零配件,,大平垫圈（加厚）,,M10×φ34×3.0 GB/T96.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,
1421030,零配件,,加大平垫圈,FLAT WASHER  M10×?30×2.5,φ10×φ30×2.5 GB/T96.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421115,零配件,,平垫圈,"WASHER-PLAIN 3/8""","φ3/8""×φ1""×1.5 304不锈钢",,MC14,垫圈和挡圈类,个,原材料仓
1421120,零配件,,平垫圈,WASHER PLAIN  ?12.1× ?20×2,φ12.1Xφ20X2 GB/T848-2002  304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421124,零配件,,平垫圈,"Washer,Plain,?24X?13X2.5",φ13Xφ24X2.5 GB/T97.1-2002  304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421132,零配件,,加大平垫圈,FLAT WASHER ?13×?32×1.5,φ13×φ32×1.5 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421230,零配件,,普通平垫圈,PLAIN WASHER 16×30×3,φ16×φ30×3 GB/T97.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421307,零配件,,普通平垫圈,FLAT WASHER ?3×?7×0.5,φ3×φ7×0.5 GB/T97.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421330,零配件,,普通平垫圈,"Washer,Plain,?21X?37X3",φ21×φ37×3 GB/T97.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,
1421334,零配件,,普通平垫圈,"Washer,Plain,?19X?34X3",φ19×φ34×3 GB/T97.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,
1421409,零配件,,平垫圈,"Washer, M4",φ4.3×φ9×0.8 (GB/T97.1-2002)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421412,零配件,,平垫圈,"Washer,Plain,?4X?12X1",φ4×φ12×1  GB/T97.1-2002  304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421428,零配件,,平垫圈,"Washer, Plain ?14.4X?28X2",φ14.4×φ28×2 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421432,零配件,,平垫圈,"Washer, Plain ,?13.5X?32X1.5",φ13.5×φ32×1.5 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421510,零配件,,平垫圈,"Washer,Plain,?5.3X?10X1",φ5.3×φ10×1 GB/T97.1-2002) 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421511,零配件,,加大平垫圈,"WASHER, PLAIN,  ?5x ?12x1",φ5×φ12×1(GB/T97.1-2000) 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421512,零配件,,平垫圈,"Washer,Plain,?5X?12X1.5",φ5×φ12×1.5 (GB/T95-2002)镀蓝锌,,MC14,垫圈和挡圈类,个,原材料仓
1421515,零配件,,加大平垫圈,FLAT WASHER M5×?16×1.0,M5×φ16×1（ GB/T96.1-2002）304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421516,零配件,,加大平垫圈,"Washer,Plain,?5X?16X1",φ5×φ16×1(GB/T96.1-2000)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421517,零配件,,平垫圈,,φ5×φ16×1.5 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421518,零配件,,特大平垫圈,"PLAIN WASHER ?5×?18×2,SS",φ5×φ18×2 GB/T5287-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421612,零配件,,普通平垫圈,"Washer,Plain,?6X?12X1.6",φ6×φ12×1.6 GB/T 97.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421616,零配件,,平垫圈,"WASHER,PLAIN ?6",φ6×φ16×1(GB/T96.1-2000)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421617,零配件,,平垫圈,"Washer, Plain ?6.5X?16X2",φ6.5×φ16×2(GB/T96.1-2000)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421618,零配件,,加大平垫圈,WASHER PLAIN ?6.4×?18×1.6,φ6.4×φ18×1.6(GB/T96.1-2000)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421622,零配件,,特大垫圈,"Washer,Plain,?8X?28X3",φ6.6×φ24×2 GB/T5287-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421625,零配件,,平垫圈,WASHER PLAIN  ?12.5× ?25×1.5,φ12.5Xφ25X1.5 GB/T97.1-2002  304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421816,零配件,,平垫圈,"Flat Washer, M8x16x1.6",φ8×φ16.5×1.0 GB/T97.1-2002  304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421818,零配件,,平垫圈,"Washer,Plain,?8.2X?18X2",φ8.2×φ18×2 (GB/T97.1-2002)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421824,零配件,,加大平垫圈,"Washer, M8",φ8×φ24×2 GB/T96.1-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1421828,零配件,,特大垫圈,"Washer,Plain,?8X?28X3",φ8×φ28×3 GB/T5287-2002 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422010,零配件,,弹簧垫圈,"WASHER-LOCK SPRING,STL,3/8""","3/8"" 304不锈钢",,MC14,垫圈和挡圈类,个,原材料仓
1422026,零配件,,弹簧垫圈,LOCK WASHER M10,φ10 GB/T93-1987 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422300,零配件,,弹簧垫圈,"Washer, Lock,?3",φ3 (GB/T93-1987) 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422411,零配件,,弹簧垫圈,LOCK WASHER M4,φ4 (GB/T93-1987) 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422513,零配件,,弹簧垫圈,LOCK WASHER M5,φ5（GB/T93-1987)304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422612,零配件,,弹簧垫圈,"WASHER - LOCK SPTRING 1/4""",φ6.3×φ11.3×1.8mm 304不锈钢(GB/T7244-1987),,MC14,垫圈和挡圈类,个,原材料仓
1422616,零配件,,弹簧垫圈,WASHER LOCK ?6,φ6（GB/T93-1987) 304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422821,零配件,,弹簧垫圈,"Washer, M8 Lock",φ8 GB/T93-1987  304不锈钢,,MC14,垫圈和挡圈类,个,原材料仓
1422822,零配件,,重型弹簧垫圈,"LOCK WASHER, HEAVY DUTY, M8",M8，不锈钢，GB/T7244-1987,,MC14,垫圈和挡圈类,个,
1423510,零配件,,铜垫圈,"PLAIN WASHER,BRASS",黄铜， M5x∮10x1mm,,MC14,垫圈和挡圈类,个,
1423612,零配件,,铜垫圈,,黄铜， M6x∮12x1mm,,MC14,垫圈和挡圈类,个,
1431307,零配件,,平垫圈(黄铜),"PLAIN WASHER, φ3.2×φ7×0.5, BRASS",φ3.2×φ7×0.5 GB/T96.1-2002 黄铜H59/H62,,MC14,垫圈和挡圈类,个,
1432026,零配件,,弹簧垫圈,WASHER LOCK ?10,φ10.2×φ15.8×2.6 (GB/T93-1987),,MC14,垫圈和挡圈类,个,原材料仓
1432119,零配件,,弹簧垫圈,"WASHER,LOCK ?12",φ12 (GB/T93-1987 不锈钢),,MC14,垫圈和挡圈类,个,原材料仓
